Date,fromDate,toDate,bedtime,waketime,inBed,awake,fellAsleepIn,sessions,asleep,asleepAvg7,efficiency,efficiencyAvg7,quality,qualityAvg7,deep,deepAvg7,sleepBPM,sleepBPMAvg7,dayBPM,dayBPMAvg7,wakingBPM,wakingBPMAvg7,hrv,hrvAvg7
2021-04-10T20:59:59+10:00,"Friday, 9 Apr 2021","Saturday, 10 Apr 2021",9/04/2021 21:29,10/04/2021 6:00,8:31:00,0:00:00,0:00:00,1,8:31:00,8:37:51,100,98.9,7:18:46,7:33:24,2:15:16,2:54:14,56.3,55.9,80.8,75.9,55,55.7,148,67
2021-04-11T20:59:59+10:00,"Saturday, 10 Apr 2021","Sunday, 11 Apr 2021",10/04/2021 21:15,11/04/2021 6:23,9:08:00,0:02:00,0:00:00,1,9:06:00,8:36:08,99.6,99.2,8:23:48,7:34:33,4:16:56,3:00:46,60.4,56.5,79.2,76,63,56.3,86,68
2021-04-12T20:59:59+10:00,"Sunday, 11 Apr 2021","Monday, 12 Apr 2021",11/04/2021 22:45,12/04/2021 6:32,7:47:00,0:00:00,0:00:00,1,7:47:00,8:26:00,100,99.2,6:54:05,7:26:59,2:45:43,2:55:54,62.8,57,77.3,75.8,64,57,108,81
2021-04-13T20:59:59+10:00,"Monday, 12 Apr 2021","Tuesday, 13 Apr 2021",12/04/2021 21:13,13/04/2021 5:52,8:39:00,0:00:00,0:00:00,1,8:39:00,8:27:25,100,99.7,7:16:59,7:23:19,1:46:51,2:40:19,55.9,56.7,72.4,76.4,57,57.1,48,83
2021-04-14T20:59:59+10:00,"Tuesday, 13 Apr 2021","Wednesday, 14 Apr 2021",13/04/2021 21:16,14/04/2021 5:52,8:36:00,0:00:00,0:00:00,1,8:36:00,8:26:34,100,99.7,7:17:34,7:20:40,2:46:56,2:40:02,57.2,57.2,72.1,75.9,52,57.1,95,83
2021-04-15T20:59:59+10:00,"Wednesday, 14 Apr 2021","Thursday, 15 Apr 2021",14/04/2021 21:12,15/04/2021 5:48,8:36:00,0:00:00,0:00:00,1,8:36:00,8:28:17,100,99.7,7:02:49,7:18:43,1:31:04,2:31:13,59.9,57.9,80,77.4,57,57,100,91
2021-04-16T20:59:59+10:00,"Thursday, 15 Apr 2021","Friday, 16 Apr 2021",15/04/2021 21:30,16/04/2021 5:51,8:21:00,0:00:00,0:00:00,1,8:21:00,8:30:51,100,99.9,7:35:36,7:24:14,3:47:44,2:44:21,60.1,58.9,78.6,77.2,59,58.1,38,89
2021-04-17T20:59:59+10:00,"Friday, 16 Apr 2021","Saturday, 17 Apr 2021",16/04/2021 21:30,17/04/2021 6:15,8:45:00,0:00:00,0:00:00,1,8:45:00,8:32:51,100,99.9,7:29:51,7:25:49,3:15:00,2:52:53,61.4,59.7,71.8,75.9,59,58.7,51,75
2021-04-18T20:59:59+10:00,"Saturday, 17 Apr 2021","Sunday, 18 Apr 2021",17/04/2021 21:19,18/04/2021 6:57,9:38:00,0:00:00,0:00:00,1,9:38:00,8:37:25,100,100,7:55:06,7:21:43,2:47:19,2:40:05,62.2,59.9,77.4,75.7,63,58.7,35,68
2021-04-19T20:59:59+10:00,"Sunday, 18 Apr 2021","Monday, 19 Apr 2021",18/04/2021 21:07,19/04/2021 6:04,8:57:00,0:00:00,0:00:00,1,8:57:00,8:47:25,100,100,7:42:51,7:28:41,3:19:27,2:44:54,59.1,59.4,70,74.6,58,57.9,42,59
2021-04-20T20:59:59+10:00,"Monday, 19 Apr 2021","Tuesday, 20 Apr 2021",19/04/2021 21:09,20/04/2021 5:52,8:43:00,0:00:00,0:00:00,1,8:43:00,8:48:00,100,100,7:16:19,7:28:35,1:32:18,2:42:49,59.6,59.9,75.2,75,62,58.6,111,67
2021-04-21T20:59:59+10:00,"Tuesday, 20 Apr 2021","Wednesday, 21 Apr 2021",20/04/2021 21:17,21/04/2021 5:52,8:35:00,0:00:00,0:00:00,1,8:35:00,8:47:51,100,100,7:28:24,7:30:08,2:01:11,2:36:17,60.5,60.4,75.2,75.5,58,59.4,56,62
2021-04-22T20:59:59+10:00,"Wednesday, 21 Apr 2021","Thursday, 22 Apr 2021",21/04/2021 21:14,22/04/2021 5:53,8:39:00,0:00:00,0:00:00,1,8:39:00,8:48:17,100,100,7:42:31,7:35:48,3:03:11,2:49:27,62.1,60.7,72.8,74.4,63,60.3,75,58
2021-04-23T20:59:59+10:00,"Thursday, 22 Apr 2021","Friday, 23 Apr 2021",22/04/2021 21:48,23/04/2021 6:18,8:30:00,0:00:00,0:00:00,1,8:30:00,8:49:34,100,100,7:33:04,7:35:27,3:15:00,2:44:46,61,60.8,75.8,74,60,60.4,50,60
2021-04-24T20:59:59+10:00,"Friday, 23 Apr 2021","Saturday, 24 Apr 2021",23/04/2021 21:45,24/04/2021 6:45,9:00:00,0:00:00,0:00:00,1,9:00:00,8:51:42,100,100,7:19:52,7:34:01,1:00:00,2:25:29,68,61.8,79.9,75.2,63,61,37,58
2021-04-25T20:59:59+10:00,"Saturday, 24 Apr 2021","Sunday, 25 Apr 2021",24/04/2021 21:15,25/04/2021 6:30,9:15:00,0:00:00,0:00:00,1,9:15:00,8:48:25,100,100,7:55:09,7:34:01,3:00:00,2:27:18,67.3,62.5,80.6,75.6,59,60.4,80,64
2021-04-26T20:59:59+10:00,"Sunday, 25 Apr 2021","Monday, 26 Apr 2021",25/04/2021 21:15,26/04/2021 5:51,8:43:00,0:00:00,0:00:00,2,8:43:00,8:46:25,100,100,7:19:55,7:30:45,2:01:25,2:16:09,64,63.2,75,76.3,63,61.1,44,65
2021-04-27T20:59:59+10:00,"Monday, 26 Apr 2021","Tuesday, 27 Apr 2021",26/04/2021 21:08,27/04/2021 5:14,8:06:00,0:00:00,0:00:00,1,8:06:00,8:41:08,100,100,6:50:47,7:27:06,2:05:25,2:20:53,60.2,63.3,81.4,77.2,58,60.6,44,55
2021-04-28T20:59:59+10:00,"Tuesday, 27 Apr 2021","Wednesday, 28 Apr 2021",27/04/2021 21:30,28/04/2021 5:48,8:18:00,0:00:00,0:00:00,1,8:18:00,8:38:42,100,100,7:28:19,7:27:05,3:16:11,2:31:36,63.4,63.7,76.3,77.4,62,61.1,42,53
2021-04-29T20:59:59+10:00,"Wednesday, 28 Apr 2021","Thursday, 29 Apr 2021",28/04/2021 21:17,29/04/2021 5:57,8:40:00,0:00:00,0:00:00,1,8:40:00,8:38:51,100,100,7:01:23,7:21:12,1:01:11,2:14:10,62.1,63.7,76.2,77.9,58,60.4,75,53
2021-04-30T20:59:59+10:00,"Thursday, 29 Apr 2021","Friday, 30 Apr 2021",29/04/2021 21:15,30/04/2021 5:43,8:28:00,0:07:00,0:00:00,1,8:21:00,8:37:34,98.6,99.8,7:34:56,7:21:29,3:54:51,2:19:51,60,63.6,77.1,78.1,63,60.9,39,51
2021-05-01T20:59:59+10:00,"Friday, 30 Apr 2021","Saturday, 1 May 2021",30/04/2021 22:31,1/05/2021 6:22,7:51:00,0:00:00,0:00:00,1,7:51:00,8:27:42,100,99.8,6:10:30,7:11:34,0:30:23,2:15:38,65,63.1,,,61,60.6,58,55
2021-05-03T20:59:59+10:00,"Sunday, 2 May 2021","Monday, 3 May 2021",2/05/2021 21:00,3/05/2021 5:55,8:55:00,0:00:00,0:00:00,1,8:55:00,8:24:51,100,99.8,8:23:02,7:15:33,4:27:30,2:28:08,58.6,61.9,73.8,77.2,58,60.4,96,57
2021-05-04T20:59:59+10:00,"Monday, 3 May 2021","Tuesday, 4 May 2021",3/05/2021 21:15,4/05/2021 5:07,7:52:00,0:00:00,0:00:00,1,7:52:00,8:17:34,100,99.8,7:13:23,7:14:37,3:33:10,2:41:14,54.1,60.5,76.5,77.4,50,58.6,53,58
2021-05-05T20:59:59+10:00,"Tuesday, 4 May 2021","Wednesday, 5 May 2021",4/05/2021 21:16,5/05/2021 5:38,8:22:00,0:00:00,0:00:00,1,8:22:00,8:19:51,100,99.8,7:34:13,7:20:49,3:17:45,2:51:34,55.5,59.8,77.3,76.8,56,58.3,97,66
2021-05-06T20:59:59+10:00,"Wednesday, 5 May 2021","Thursday, 6 May 2021",5/05/2021 21:06,6/05/2021 5:53,8:47:00,0:00:00,0:00:00,1,8:47:00,8:24:00,100,99.8,7:25:49,7:20:28,1:48:30,2:39:02,55.3,58.6,80.9,77.5,52,56.9,50,67
2021-05-07T20:59:59+10:00,"Thursday, 6 May 2021","Friday, 7 May 2021",6/05/2021 21:15,7/05/2021 5:33,8:18:00,0:00:00,0:00:00,1,8:18:00,8:20:51,100,99.8,7:28:50,7:24:23,3:01:05,2:56:10,58.9,58.2,76.8,77.6,57,56.7,47,63
2021-05-08T20:59:59+10:00,"Friday, 7 May 2021","Saturday, 8 May 2021",7/05/2021 21:16,8/05/2021 5:43,8:27:00,0:00:00,0:00:00,1,8:27:00,8:21:42,100,100,7:44:06,7:25:42,4:05:49,2:57:44,56.9,57.7,78.9,77.8,57,55.9,66,67
2021-05-09T20:59:59+10:00,"Saturday, 8 May 2021","Sunday, 9 May 2021",8/05/2021 21:18,9/05/2021 5:30,8:12:00,0:00:00,0:00:00,1,8:12:00,8:24:42,100,100,7:34:50,7:37:45,3:43:38,3:25:21,56.1,56.5,73.2,76.8,57,55.3,40,64
2021-05-10T20:59:59+10:00,"Sunday, 9 May 2021","Monday, 10 May 2021",9/05/2021 21:31,10/05/2021 5:58,8:27:00,0:00:00,0:00:00,1,8:27:00,8:20:42,100,100,7:35:42,7:30:59,3:19:44,3:15:40,57.2,56.3,71.7,76.5,59,55.4,67,60
2021-05-11T20:59:59+10:00,"Monday, 10 May 2021","Tuesday, 11 May 2021",10/05/2021 21:16,11/05/2021 5:51,8:35:00,0:00:00,0:00:00,1,8:35:00,8:26:51,100,100,7:26:55,7:32:55,2:16:19,3:04:41,55.8,56.5,72,75.8,58,56.6,128,71
2021-05-12T20:59:59+10:00,"Tuesday, 11 May 2021","Wednesday, 12 May 2021",11/05/2021 21:30,12/05/2021 5:30,8:00:00,0:00:00,0:00:00,1,8:00:00,8:23:42,100,100,7:22:24,7:31:14,3:45:00,3:08:35,53.6,56.3,71.6,75,54,56.3,110,72
2021-05-13T20:59:59+10:00,"Wednesday, 12 May 2021","Thursday, 13 May 2021",12/05/2021 21:31,13/05/2021 5:46,8:15:00,0:00:00,0:00:00,1,8:15:00,8:19:08,100,100,7:23:08,7:30:51,3:15:00,3:20:56,54.4,56.1,71.2,73.6,53,56.4,48,72
2021-05-14T20:59:59+10:00,"Thursday, 13 May 2021","Friday, 14 May 2021",13/05/2021 21:06,14/05/2021 5:48,8:42:00,0:00:00,0:00:00,1,8:42:00,8:22:34,100,100,7:47:28,7:33:31,3:34:56,3:25:46,53.5,55.4,71.4,72.8,57,56.4,63,74
2021-05-15T20:59:59+10:00,"Friday, 14 May 2021","Saturday, 15 May 2021",14/05/2021 21:17,15/05/2021 6:51,9:34:00,0:00:00,0:00:00,1,9:34:00,8:32:08,100,100,8:33:33,7:40:34,5:02:06,3:33:49,54.1,55,78.5,72.8,55,56.1,57,73
2021-05-16T20:59:59+10:00,"Saturday, 15 May 2021","Sunday, 16 May 2021",16/05/2021 0:31,16/05/2021 8:45,8:14:00,0:07:00,0:00:00,1,8:07:00,8:31:25,98.6,99.8,6:59:31,7:35:32,1:46:32,3:17:05,68.5,56.7,70.9,72.5,64,57.1,70,78
2021-05-17T20:59:59+10:00,"Sunday, 16 May 2021","Monday, 17 May 2021",16/05/2021 21:04,17/05/2021 5:46,8:42:00,0:00:00,0:00:00,1,8:42:00,8:33:34,100,99.8,7:45:59,7:37:00,3:19:35,3:17:04,55.7,56.5,69.5,72.1,56,56.7,56,76
2021-05-18T20:59:59+10:00,"Monday, 17 May 2021","Tuesday, 18 May 2021",17/05/2021 21:27,18/05/2021 5:47,8:20:00,0:00:00,0:00:00,1,8:20:00,8:31:25,100,99.8,7:13:58,7:35:08,2:31:31,3:19:14,55,56.4,75.8,72.7,53,56,60,66
2021-05-19T20:59:59+10:00,"Tuesday, 18 May 2021","Wednesday, 19 May 2021",18/05/2021 21:15,19/05/2021 5:47,8:32:00,0:00:00,0:00:00,1,8:32:00,8:36:00,100,99.8,7:43:23,7:38:08,3:30:49,3:17:12,57.2,56.9,73,72.9,57,56.4,63,60
2021-05-20T20:59:59+10:00,"Wednesday, 19 May 2021","Thursday, 20 May 2021",19/05/2021 21:15,20/05/2021 6:07,8:52:00,0:00:00,0:00:00,1,8:52:00,8:41:17,100,99.8,7:45:33,7:41:20,3:32:48,3:19:45,60.5,57.8,76.6,73.7,63,57.9,61,62
2021-05-21T20:59:59+10:00,"Thursday, 20 May 2021","Friday, 21 May 2021",20/05/2021 21:30,21/05/2021 6:03,8:33:00,0:00:00,0:00:00,1,8:33:00,8:40:00,100,99.8,7:10:50,7:36:06,2:15:48,3:08:27,60.6,58.8,73.4,73.9,58,58,44,59
2021-05-22T20:59:59+10:00,"Friday, 21 May 2021","Saturday, 22 May 2021",21/05/2021 22:45,22/05/2021 7:04,8:19:00,0:00:00,0:00:00,1,8:19:00,8:29:17,100,99.8,6:51:33,7:21:32,1:15:36,2:36:05,63.5,60.2,73.2,73.2,67,59.7,94,64
2021-05-23T20:59:59+10:00,"Saturday, 22 May 2021","Sunday, 23 May 2021",22/05/2021 22:00,23/05/2021 6:57,8:57:00,0:15:00,0:00:00,1,8:42:00,8:34:17,97.2,99.6,7:35:08,7:26:37,3:04:14,2:47:11,58.7,58.8,75.2,73.8,56,58.6,53,62
2021-05-24T20:59:59+10:00,"Sunday, 23 May 2021","Monday, 24 May 2021",23/05/2021 21:18,24/05/2021 5:41,8:23:00,0:13:00,0:00:00,1,8:10:00,8:29:42,97.4,99.2,7:26:29,7:23:50,3:25:29,2:48:02,58.1,59.1,70.8,74,58,58.9,51,61
2021-05-25T20:59:59+10:00,"Monday, 24 May 2021","Tuesday, 25 May 2021",24/05/2021 21:15,25/05/2021 5:46,8:31:00,0:00:00,0:00:00,1,8:31:00,8:31:17,100,99.2,7:26:41,7:25:39,2:30:18,2:47:51,57.3,59.4,73.3,73.6,54,59,70,62
2021-05-26T20:59:59+10:00,"Tuesday, 25 May 2021","Wednesday, 26 May 2021",25/05/2021 21:16,26/05/2021 5:42,8:26:00,0:15:00,0:00:00,1,8:11:00,8:28:17,97,98.8,7:37:46,7:24:51,3:50:09,2:50:37,57.6,59.5,73.9,73.8,54,58.6,44,60
2021-05-27T20:59:59+10:00,"Wednesday, 26 May 2021","Thursday, 27 May 2021",26/05/2021 21:15,27/05/2021 5:50,8:35:00,0:15:00,0:00:00,1,8:20:00,8:23:42,97.1,98.4,7:21:36,7:21:26,2:46:40,2:44:02,58.3,59.2,75.1,73.6,55,57.4,116,67
2021-05-28T20:59:59+10:00,"Thursday, 27 May 2021","Friday, 28 May 2021",27/05/2021 21:15,28/05/2021 5:44,8:29:00,0:00:00,0:00:00,1,8:29:00,8:23:08,100,98.4,7:05:22,7:20:39,2:03:24,2:42:15,58.9,58.9,73.3,73.5,59,57.6,38,67
2021-05-29T20:59:59+10:00,"Friday, 28 May 2021","Saturday, 29 May 2021",28/05/2021 21:39,29/05/2021 6:30,9:23:00,0:00:00,0:00:00,2,9:23:00,8:32:17,100,98.4,7:40:36,7:27:40,1:32:41,2:44:42,69.1,59.7,71.9,73.3,64,57.1,57,61
2021-05-30T20:59:59+10:00,"Saturday, 29 May 2021","Sunday, 30 May 2021",29/05/2021 22:45,30/05/2021 7:41,8:56:00,0:05:00,0:00:00,1,8:51:00,8:33:34,99.1,98.7,7:48:25,7:29:34,2:51:48,2:42:55,60.5,60,74.1,73.2,62,58,67,63
2021-05-31T20:59:59+10:00,"Sunday, 30 May 2021","Monday, 31 May 2021",30/05/2021 21:15,31/05/2021 5:45,8:39:00,0:00:00,0:00:00,2,8:39:00,8:37:42,100,99,7:29:42,7:30:01,2:45:00,2:37:08,59.6,60.2,69.8,73,61,58.4,44,62
2021-06-01T20:59:59+10:00,"Monday, 31 May 2021","Tuesday, 1 Jun 2021",31/05/2021 21:15,1/06/2021 6:09,8:54:00,0:00:00,0:00:00,1,8:54:00,8:41:00,100,99,7:23:45,7:29:36,2:02:03,2:33:06,59.4,60.5,72.6,73,60,59.3,69,62
2021-06-02T20:59:59+10:00,"Tuesday, 1 Jun 2021","Wednesday, 2 Jun 2021",1/06/2021 21:02,2/06/2021 5:22,8:20:00,0:00:00,0:00:00,1,8:20:00,8:42:17,100,99.5,7:04:53,7:24:54,2:36:15,2:22:33,59,60.7,73.1,72.8,59,60,169,80
2021-06-03T20:59:59+10:00,"Wednesday, 2 Jun 2021","Thursday, 3 Jun 2021",2/06/2021 21:00,3/06/2021 5:59,8:59:00,0:00:00,0:00:00,1,8:59:00,8:47:51,100,99.9,7:53:22,7:29:27,2:54:23,2:23:39,58.4,60.7,74.3,72.7,56,60.1,48,70
2021-06-04T20:59:59+10:00,"Thursday, 3 Jun 2021","Friday, 4 Jun 2021",3/06/2021 21:13,4/06/2021 6:27,9:14:00,0:00:00,0:00:00,1,9:14:00,8:54:17,100,99.9,7:55:58,7:36:40,2:49:17,2:30:12,60.1,60.9,73.4,72.7,59,60.1,124,83
2021-06-05T20:59:59+10:00,"Friday, 4 Jun 2021","Saturday, 5 Jun 2021",4/06/2021 21:16,5/06/2021 6:22,9:06:00,0:00:00,0:00:00,1,9:06:00,8:51:51,100,99.9,7:39:24,7:36:30,2:16:30,2:36:28,57.4,59.2,69.1,72.3,59,59.4,91,87
2021-06-06T20:59:59+10:00,"Saturday, 5 Jun 2021","Sunday, 6 Jun 2021",5/06/2021 21:31,6/06/2021 7:25,9:54:00,0:05:00,0:00:00,1,9:49:00,9:00:08,99.2,99.9,8:33:18,7:42:55,2:35:00,2:34:04,55.4,58.5,71.9,72,58,58.9,76,89
2021-06-07T20:59:59+10:00,"Sunday, 6 Jun 2021","Monday, 7 Jun 2021",6/06/2021 21:15,7/06/2021 6:12,8:57:00,0:00:00,0:00:00,1,8:57:00,9:02:42,100,99.9,7:35:51,7:43:47,2:48:46,2:34:36,56.9,58.1,69.7,72,63,59.1,,
2021-06-08T20:59:59+10:00,"Monday, 7 Jun 2021","Tuesday, 8 Jun 2021",7/06/2021 21:15,8/06/2021 5:47,8:32:00,0:00:00,0:00:00,1,8:32:00,8:59:34,100,99.9,7:29:08,7:44:33,3:15:46,2:45:08,55,57.5,69.3,71.5,55,58.4,164,106
2021-06-09T20:59:59+10:00,"Tuesday, 8 Jun 2021","Wednesday, 9 Jun 2021",8/06/2021 21:15,9/06/2021 5:49,8:34:00,0:00:00,0:00:00,1,8:34:00,9:01:34,100,99.9,7:52:39,7:51:23,3:46:46,2:55:12,56.5,57.1,66.4,70.6,58,58.3,45,102
2021-06-10T20:59:59+10:00,"Wednesday, 9 Jun 2021","Thursday, 10 Jun 2021",9/06/2021 21:26,10/06/2021 5:53,8:27:00,0:11:00,0:00:00,1,8:16:00,8:55:25,97.8,99.6,7:08:52,7:45:01,2:04:00,2:48:00,57.1,56.9,69.9,70,58,58.6,49,85
2021-06-11T20:59:59+10:00,"Thursday, 10 Jun 2021","Friday, 11 Jun 2021",10/06/2021 21:15,11/06/2021 5:43,8:28:00,0:00:00,0:00:00,1,8:28:00,8:48:51,100,99.6,7:25:12,7:40:38,2:03:09,2:41:25,60.5,57,70,69.5,58,58.4,132,97
2021-06-12T20:59:59+10:00,"Friday, 11 Jun 2021","Saturday, 12 Jun 2021",11/06/2021 21:17,12/06/2021 6:31,9:14:00,0:10:00,0:00:00,1,9:04:00,8:48:34,98.2,99.3,8:36:34,7:48:48,5:02:13,3:05:05,59.2,57.2,73.8,70.2,58,58.3,46,86
2021-06-13T20:59:59+10:00,"Saturday, 12 Jun 2021","Sunday, 13 Jun 2021",12/06/2021 22:45,13/06/2021 6:53,8:08:00,0:00:00,0:00:00,1,8:08:00,8:34:08,100,99.4,7:16:16,7:37:47,2:32:30,3:04:44,63.7,58.4,72.8,70.3,60,58.6,30,77
2021-06-14T20:59:59+10:00,"Sunday, 13 Jun 2021","Monday, 14 Jun 2021",13/06/2021 22:59,14/06/2021 7:28,8:29:00,0:00:00,0:00:00,1,8:29:00,8:30:08,100,99.4,7:27:01,7:36:32,2:34:15,3:02:39,60.9,59,74.2,70.9,59,58,32,71
2021-06-15T20:59:59+10:00,"Monday, 14 Jun 2021","Tuesday, 15 Jun 2021",14/06/2021 21:16,15/06/2021 5:17,8:01:00,0:00:00,0:00:00,1,8:01:00,8:25:42,100,99.4,6:54:00,7:31:30,2:00:15,2:51:52,59.8,59.7,76.9,72,62,59,44,54
2021-06-16T20:59:59+10:00,"Tuesday, 15 Jun 2021","Wednesday, 16 Jun 2021",15/06/2021 21:02,16/06/2021 5:50,8:48:00,0:00:00,0:00:00,1,8:48:00,8:27:42,100,99.4,7:52:59,7:31:33,3:21:53,2:48:19,58.4,60,75.7,73.3,55,58.6,109,63
2021-06-17T20:59:59+10:00,"Wednesday, 16 Jun 2021","Thursday, 17 Jun 2021",16/06/2021 21:15,17/06/2021 5:46,8:31:00,0:00:00,0:00:00,1,8:31:00,8:29:51,100,99.7,7:31:17,7:34:45,2:45:19,2:54:13,61.2,60.5,71.4,73.5,59,58.7,96,70
2021-06-18T20:59:59+10:00,"Thursday, 17 Jun 2021","Friday, 18 Jun 2021",17/06/2021 21:15,18/06/2021 5:17,8:02:00,0:00:00,0:00:00,1,8:02:00,8:26:08,100,99.7,6:56:03,7:30:36,2:15:34,2:55:59,57.1,60.1,73.9,74.1,58,58.7,50,58
2021-06-19T20:59:59+10:00,"Friday, 18 Jun 2021","Saturday, 19 Jun 2021",18/06/2021 21:16,19/06/2021 10:00,12:44:00,3:05:00,0:00:00,1,9:39:00,8:31:08,75.8,96.5,8:07:55,7:26:30,3:02:51,2:38:56,59.5,60.1,69.9,73.5,66,59.9,42,58
2021-06-20T20:59:59+10:00,"Saturday, 19 Jun 2021","Sunday, 20 Jun 2021",19/06/2021 21:45,20/06/2021 7:05,9:20:00,0:00:00,0:00:00,1,9:20:00,8:41:25,100,96.5,8:05:19,7:33:31,2:16:13,2:36:37,59,59.4,75.1,73.9,58,59.6,65,63
2021-06-21T20:59:59+10:00,"Sunday, 20 Jun 2021","Monday, 21 Jun 2021",20/06/2021 21:10,21/06/2021 5:30,8:20:00,0:00:00,0:00:00,1,8:20:00,8:40:08,100,96.5,7:23:36,7:33:01,3:01:49,2:40:33,58.7,59.1,70.3,73.3,53,58.7,38,63
2021-06-22T20:59:59+10:00,"Monday, 21 Jun 2021","Tuesday, 22 Jun 2021",21/06/2021 21:16,22/06/2021 5:55,8:39:00,0:00:00,0:00:00,1,8:39:00,8:45:34,100,96.5,7:55:20,7:41:47,3:33:42,2:53:54,57,58.7,70.4,72.4,58,58.1,61,66
2021-06-23T20:59:59+10:00,"Tuesday, 22 Jun 2021","Wednesday, 23 Jun 2021",22/06/2021 21:15,23/06/2021 5:56,8:41:00,0:00:00,0:00:00,1,8:41:00,8:44:34,100,96.5,7:30:23,7:38:33,2:33:14,2:46:57,59.1,58.8,69.7,71.5,58,58.6,54,58
2021-06-24T20:59:59+10:00,"Wednesday, 23 Jun 2021","Thursday, 24 Jun 2021",23/06/2021 21:32,24/06/2021 5:58,8:26:00,0:00:00,0:00:00,1,8:26:00,8:43:51,100,96.5,7:23:08,7:37:23,2:33:20,2:45:14,57.6,58.3,74.5,72,58,58.4,53,52
2021-06-25T20:59:59+10:00,"Thursday, 24 Jun 2021","Friday, 25 Jun 2021",24/06/2021 21:04,25/06/2021 5:48,8:44:00,0:00:00,0:00:00,1,8:44:00,8:49:51,100,96.5,7:59:34,7:46:28,3:35:46,2:56:42,60.8,58.8,77.7,72.5,55,58,28,49
2021-06-26T20:59:59+10:00,"Friday, 25 Jun 2021","Saturday, 26 Jun 2021",25/06/2021 23:15,26/06/2021 7:22,8:07:00,0:00:00,0:00:00,1,8:07:00,8:36:42,100,100,7:15:50,7:39:01,2:16:58,2:50:08,70.2,60.3,74.5,73.2,66,58,47,49
2021-06-27T20:59:59+10:00,"Saturday, 26 Jun 2021","Sunday, 27 Jun 2021",26/06/2021 22:42,27/06/2021 7:28,8:46:00,0:00:00,0:00:00,1,8:46:00,8:31:51,100,100,7:42:20,7:35:44,2:19:14,2:50:34,65.8,61.3,87.1,74.9,64,58.9,83,52
2021-06-28T20:59:59+10:00,"Sunday, 27 Jun 2021","Monday, 28 Jun 2021",27/06/2021 21:11,28/06/2021 6:12,9:01:00,0:00:00,0:00:00,1,9:01:00,8:37:42,100,100,7:59:57,7:40:56,3:20:57,2:53:18,62.2,61.8,75.6,75.6,59,59.7,39,52
2021-06-29T20:59:59+10:00,"Monday, 28 Jun 2021","Tuesday, 29 Jun 2021",28/06/2021 21:15,29/06/2021 5:55,8:40:00,0:00:00,0:00:00,1,8:40:00,8:37:51,100,100,7:35:16,7:38:04,2:48:14,2:46:49,62.4,62.6,78.8,76.8,57,59.6,45,50
2021-06-30T20:59:59+10:00,"Tuesday, 29 Jun 2021","Wednesday, 30 Jun 2021",29/06/2021 21:01,30/06/2021 5:53,8:52:00,0:00:00,0:00:00,1,8:52:00,8:39:25,100,100,7:49:37,7:40:49,3:23:25,2:53:59,59.9,62.7,74.4,77.5,58,59.6,39,48
2021-07-01T20:59:59+10:00,"Wednesday, 30 Jun 2021","Thursday, 1 Jul 2021",30/06/2021 21:01,1/07/2021 5:45,9:18:00,0:00:00,0:00:00,2,9:18:00,8:46:51,100,100,7:35:16,7:42:33,2:18:42,2:51:53,60.8,63.2,71.8,77.1,59,59.7,33,45
2021-07-02T20:59:59+10:00,"Thursday, 1 Jul 2021","Friday, 2 Jul 2021",1/07/2021 21:12,2/07/2021 5:54,8:42:00,0:00:00,0:00:00,1,8:42:00,8:46:34,100,100,7:37:00,7:39:19,3:19:35,2:49:35,61,63.2,72.4,76.4,58,60.1,74,51
2021-07-03T20:59:59+10:00,"Friday, 2 Jul 2021","Saturday, 3 Jul 2021",2/07/2021 21:31,3/07/2021 7:26,9:55:00,0:15:00,0:00:00,1,9:40:00,8:59:51,97.5,99.6,8:18:14,7:48:14,2:32:38,2:51:49,62,62,74.4,76.4,66,60.1,73,55
2021-07-04T20:59:59+10:00,"Saturday, 3 Jul 2021","Sunday, 4 Jul 2021",3/07/2021 21:45,4/07/2021 6:55,9:10:00,0:00:00,0:00:00,1,9:10:00,9:03:17,100,99.6,7:59:25,7:50:41,3:18:37,3:00:18,60.4,61.2,74.5,74.6,60,59.6,56,51
2021-07-05T20:59:59+10:00,"Sunday, 4 Jul 2021","Monday, 5 Jul 2021",4/07/2021 21:15,5/07/2021 5:43,8:44:00,0:00:00,0:00:00,2,8:44:00,9:00:51,100,99.6,7:20:44,7:45:05,2:49:20,2:55:47,60,60.9,73.8,74.3,58,59.4,61,54
2021-07-06T20:59:59+10:00,"Monday, 5 Jul 2021","Tuesday, 6 Jul 2021",5/07/2021 21:16,6/07/2021 5:48,8:32:00,0:00:00,0:00:00,1,8:32:00,8:59:42,100,99.6,7:19:00,7:42:45,2:15:32,2:51:07,61.4,60.8,69.4,73,59,59.7,86,60
2021-07-07T20:59:59+10:00,"Tuesday, 6 Jul 2021","Wednesday, 7 Jul 2021",6/07/2021 21:16,7/07/2021 5:57,8:41:00,0:00:00,0:00:00,1,8:41:00,8:58:08,100,99.6,7:22:04,7:38:49,1:47:16,2:37:22,62.6,61.2,72.6,72.7,59,59.9,65,64
2021-07-08T20:59:59+10:00,"Wednesday, 7 Jul 2021","Thursday, 8 Jul 2021",7/07/2021 21:10,8/07/2021 5:52,8:42:00,0:00:00,0:00:00,1,8:42:00,8:53:00,100,99.6,7:13:12,7:35:40,1:32:07,2:30:43,60.6,61.1,71.3,72.6,60,60,69,69
