Player,Date,RowIndex,Average Left Force,Average Right Force,Max Left Force,Max Right Force
Player 35,18/03/2021,2,471.5833,481.9167,491.5,489.75
Player 35,2/03/2020,2,425.875,393.5417,536,519.75
Player 35,2/03/2020,0,321.4688,321,476,525
Player 35,2/03/2021,4,371.875,378.25,485.75,493.5
Player 35,2/09/2020,4,379.75,351.45,484,483
Player 35,22/11/2019,2,383,404,426,448
Player 35,24/01/2020,0,346.875,329.7917,513.5,436
Player 35,25/01/2021,4,439.1875,419.875,473.25,445.5
Player 35,26/08/2020,0,414.75,393.0625,460.5,438.75
Player 35,29/05/2020,2,344.2813,343,495.25,507.5
Player 35,29/07/2020,4,485.125,445.4375,511.75,476.5
Player 35,31/01/2020,4,386.125,394.0625,403.75,430.25
Player 35,31/01/2020,2,372.4375,364.875,379,386
Player 35,7/04/2021,6,367.0714,385.6429,535.75,548
Player 35,7/09/2020,0,421,437.8125,514.5,564
Player 35,7/09/2020,2,345.6667,321.0417,479.5,504.75
Player 35,7/12/2020,4,344.1429,362.4286,525.5,516.25
Player 35,7/12/2020,2,363.1071,396.25,571.75,562.5
Player 35,8/02/2021,2,404.4,388.7,479.25,479.5
Player 35,8/02/2021,0,431.5,430.75,445.5,457.75
Player 35,8/06/2020,6,361.1667,348.9167,458,446.5
Player 35,8/06/2020,4,311.3929,342.6786,459.75,485.25
Player 35,8/07/2020,0,499.5,446.4167,524.5,466
Player 35,8/07/2020,2,395.1,349.85,539.25,495.75
Player 35,8/11/2019,2,331,318,414,413
Player 36,10/03/2021,0,567.25,540.4167,629.25,587
Player 36,10/03/2021,4,349.0278,291.5278,563.75,474.5
Player 36,10/03/2021,2,550.6,478.2,658.5,574.25
Player 36,10/08/2020,0,354.8,306.35,504.25,444.5
Player 36,11/01/2020,0,477.65,376.75,549.75,438.25
Player 36,11/09/2020,0,485.875,445.5625,599,591.25
Player 36,12/04/2021,4,578.4375,519.9375,593.75,533.75
Player 36,12/04/2021,2,579.8125,514.25,618.75,571
Player 36,14/07/2020,0,474.625,436.5625,488.75,455
Player 36,15/03/2021,4,470.375,424.0417,611.25,598
Player 36,15/03/2021,0,421.1429,327.7857,598.25,501
Player 36,15/03/2021,2,419.2813,376.4063,630.25,579.75
Player 36,16/06/2020,0,358.9688,326.8438,549.25,504.5
Player 36,18/01/2021,2,425.3,383.9,490.25,489.5
Player 36,18/01/2021,4,416.375,427.875,473.75,468.5
Player 36,18/01/2021,0,489.4375,437.0625,512.75,485.5
Player 36,18/02/2020,0,484.6875,422.25,577.75,535
Player 36,2/03/2020,0,453.875,441.0625,559.25,575.5
Player 36,2/03/2021,0,468.7,392.85,615.75,558.5
Player 36,20/02/2021,0,601.75,585.875,621,600.25
Player 36,20/02/2021,2,601.1875,539.8125,629,583
Player 36,21/07/2020,0,500.75,477.4167,510.25,496
Player 36,22/02/2021,2,1397.05,381.6,3781.75,562.5
Player 36,22/02/2021,0,598.0625,572.25,614,607
Player 36,22/11/2019,0,561,526,599,556
Player 36,22/11/2019,2,561,526,599,556
Player 36,23/03/2021,2,399.0938,349.5625,568.5,545.75
Player 36,23/03/2021,0,381.2857,327.8214,548.25,461
Player 36,26/08/2020,0,402.65,330.2,461.75,389.25
Player 36,29/03/2021,0,556.875,495.1875,585.5,506.75
Player 36,29/03/2021,2,428.375,357.9375,447.75,370
Player 36,29/07/2020,2,396.35,326.55,533,445.75
Player 36,29/07/2020,4,376.35,331.65,523.25,465.5
Player 36,29/11/2019,0,546,489,577,536
Player 36,31/01/2020,2,519.9167,453.6667,541.25,464.5
Player 36,31/01/2020,4,482.6667,386.8333,484.5,442
Player 36,4/08/2020,2,532.0833,548.4167,541,565.25
Player 36,8/02/2021,2,369.85,384.55,493.5,471.5
Player 36,8/02/2021,0,420.2083,400.375,552,552.5
Player 37,10/03/2021,0,477.15,524.65,588,626.25
Player 37,10/03/2021,2,369.5,404.6429,499,543.5
Player 37,15/12/2020,0,540.3333,553.8333,557.25,578.75
Player 37,18/01/2021,0,562.375,658.75,578,686.75
Player 37,2/03/2021,0,417.7917,413.625,553,545
Player 37,20/02/2021,0,379.9,401.95,520.25,566
Player 37,22/02/2021,0,368,362.0938,548,569
Player 37,3/02/2021,0,485.25,484.05,569.5,583.75
Player 37,7/12/2020,0,529.5,514.9167,535,535.75
Player 37,8/02/2021,0,526.3125,518.375,551.25,548.75
Player 38,10/03/2021,0,492.125,477.0625,498.25,522.25
Player 38,10/03/2021,4,447.625,426.6875,480.25,450.25
Player 38,10/03/2021,2,480.6875,462.6875,488.25,497.25
Player 38,10/08/2020,0,378.5625,393.125,461.75,533.5
Player 38,10/08/2020,4,474.8333,524.5,487.25,545.25
Player 38,10/08/2020,2,440.5,483.9167,481,558.5
Player 38,11/01/2020,0,275.25,307.8214,367.75,413
Player 38,11/01/2020,2,262.875,283.7083,356.75,376.75
Player 38,11/02/2020,0,435.375,443.9375,444,457.75
Player 38,11/02/2020,2,437.5,438.1875,448,444.5
Player 38,15/03/2021,4,437.45,432.1,501.75,518.75
Player 38,15/03/2021,2,421.0625,422.75,453.25,459.25
Player 38,15/03/2021,0,470,469.5625,478.5,478
Player 38,15/12/2020,2,397.95,362.1,459.75,443.25
Player 38,15/12/2020,0,393.8,411.55,489.25,522.25
Player 38,16/03/2020,0,377.5,386.7,451,456.25
Player 38,17/01/2020,0,452.5,429.5,510.75,461.25
Player 38,18/01/2021,0,420.875,435.9375,457,452
Player 38,18/02/2020,0,423.5625,390.625,440.25,436
Player 38,2/03/2020,0,454,489.8125,465,507.75
Player 38,2/03/2020,2,459.8125,496.375,476.75,516
Player 38,2/03/2020,4,469.625,483.875,484,492
Player 38,22/02/2021,0,354.6875,362.875,443,449.25
Player 38,22/02/2021,2,313.4,318.55,412.75,382.25
Player 38,22/02/2021,4,390.0625,396.4375,421,440.25
Player 38,24/01/2020,2,362.625,341.0625,384.25,376
Player 38,24/01/2020,0,364.5,330.9375,386.25,411.25
Player 38,24/01/2020,4,308.25,309.35,357,369
Player 38,25/01/2021,2,349.6875,341.375,377.25,348.5
Player 38,25/01/2021,0,375.6,345.25,432.25,427
Player 38,29/07/2020,2,467.1667,500.0833,486.75,547.25
Player 38,29/07/2020,0,443.5625,494.4375,472.75,518
Player 38,31/01/2020,2,313.05,282.8,363,351.5
Player 38,31/01/2020,4,291.1667,260.75,353.5,341.75
Player 38,31/01/2020,0,361.0625,317.125,369.25,338
Player 38,7/02/2020,0,414.75,395.8125,435.5,407
Player 38,7/12/2020,0,327.3333,283.7083,435.25,387
Player 38,7/12/2020,2,397.5625,368.5625,418,399.25
Player 38,7/12/2020,4,366.4167,366,421.5,408.25
Player 38,8/02/2021,0,364.6875,342.5625,380,365.5
Player 39,22/11/2019,8,359,311,410,356
Player 39,22/11/2019,14,362,273,394,329
Player 39,29/11/2019,4,395,378,399,390
Player 39,6/12/2019,0,392,414,400,426
Player 4,14/10/2019,2,363,450,376,469
Player 4,14/10/2019,0,363,450,376,469
Player 4,16/06/2020,0,465.9375,422.3125,497.5,436
Player 4,22/11/2019,2,343,390,441,476
Player 4,22/11/2019,6,375,438,434,497
Player 4,22/11/2019,0,343,390,441,476
Player 4,22/11/2019,4,375,438,434,497
Player 4,5/02/2020,4,368.5,476.9167,386.75,502.75
Player 4,5/02/2020,2,386.5833,462.9167,409.75,469.5
Player 40,29/11/2019,0,235,241,292,292
Player 40,29/11/2019,2,235,241,292,292
Player 40,6/12/2019,0,313,311,351,356
Player 41,10/03/2021,0,439.6875,452.125,478.5,480.5
Player 41,10/03/2021,4,354.85,370.7,424.75,410
Player 41,11/01/2020,0,350.625,446,363.25,462.75
Player 41,12/04/2021,2,378.75,419.75,409,452.75
Player 41,12/04/2021,0,404.625,444.4375,456,466.5
Player 41,14/07/2020,4,361.6875,402,382.5,424.25
Player 41,14/07/2020,2,319.5,365.6875,329.25,387.25
Player 41,14/08/2020,2,273.6667,349.5,288.75,369.75
Player 41,14/08/2020,0,225.25,230.25,235.25,246.25
Player 41,15/03/2021,4,464.0625,474.75,499.25,501.5
Player 41,16/03/2020,2,414.25,445.75,433.75,479.25
Player 41,16/03/2020,0,441.6875,470.125,469.5,510.5
Player 41,16/06/2020,0,257.375,278.6667,313.5,327
Player 41,16/06/2020,6,418.5,493.125,453.25,524
Player 41,16/06/2020,8,378.4375,446.1875,419.25,477.75
Player 41,17/01/2020,0,349.1875,387.375,354.5,393.5
Player 41,18/01/2021,2,383.1875,428.8125,399,448
Player 41,18/01/2021,4,379.25,375.6875,393.25,390.25
Player 41,18/02/2020,0,392.0625,444.125,404.5,463.75
Player 41,2/09/2020,0,243.3,254.25,256.75,288.75
Player 41,20/02/2021,0,381.0625,376.1875,393.75,397
Player 41,21/07/2020,0,229.9,236.7,244.75,252.5
Player 41,21/07/2020,2,346.25,384.1667,375.75,413.5
Player 41,22/05/2020,2,387.875,473,403.75,497.75
Player 41,22/05/2020,4,384.5625,430.5,398,444.75
Player 41,22/11/2019,4,318,432,331,459
Player 41,22/11/2019,6,318,432,331,459
Player 41,23/03/2021,2,422.75,445.5,466.5,510
Player 41,23/03/2021,4,419.875,446.125,436.5,462
Player 41,24/01/2020,2,364.0625,413.4375,375.5,456.75
Player 41,24/01/2020,4,353.6875,419.875,370.75,430.5
Player 41,24/02/2021,0,390.3125,342.75,437.25,378.5
Player 41,24/02/2021,2,412.5625,357.8125,431.5,369.25
Player 41,25/01/2021,4,375.625,402.875,401.75,441
Player 41,25/01/2021,0,416,445.8125,469.75,491
Player 41,26/08/2020,2,329.3125,441.375,346.5,489.25
Player 41,29/03/2021,4,423,440.5,458.5,497
Player 41,29/03/2021,2,435.3125,436.0625,442,465.25
Player 41,29/05/2020,6,237.3125,347.875,242.25,398.5
Player 41,29/05/2020,4,339,433.8125,360,495.75
Player 41,29/07/2020,4,327.25,316.4375,340.75,331.75
Player 41,29/07/2020,0,258.2,243.7,279.75,262.5
Player 41,29/11/2019,8,321,436,326,456
Player 41,29/11/2019,14,349,456,378,491
Player 41,29/11/2019,0,316,416,334,466
Player 41,29/11/2019,6,318,414,334,430
Player 41,29/11/2019,2,316,416,334,466
Player 41,29/11/2019,12,349,456,378,491
Player 41,31/01/2020,6,343,376.75,380.25,412.75
Player 41,31/01/2020,0,322.75,397.6875,331,416.25
Player 41,4/08/2020,4,335.8333,401.6667,366.75,409
Player 41,7/02/2020,2,354.4375,405.1875,370,411.5
Player 41,7/02/2020,0,350.5625,396.5,377,419.75
Player 41,8/06/2020,8,378.4375,434.625,388,448.75
Player 41,8/06/2020,6,369.1875,432.3125,392,444.25
Player 41,8/07/2020,4,357.25,362.3333,376.5,370.5
Player 41,8/07/2020,2,353.5,368.6667,376.75,404
Player 41,8/08/2020,2,400,441.0625,408.25,493
Player 42,11/12/2020,0,401.3333,413.0833,421.5,424
Player 43,8/01/2020,0,438.375,488.875,445.75,503
Player 44,10/08/2020,2,408.5,462.6667,418,474
Player 44,10/09/2020,2,278.75,300.375,388.5,420
Player 44,10/09/2020,0,400.3333,438,429.75,512.25
Player 44,16/06/2020,2,345.9375,419.375,357.5,432.75
Player 44,16/06/2020,4,331.9167,411.0833,339.5,434
Player 44,18/08/2020,0,314.75,412.8333,329.25,433.75
Player 44,18/08/2020,2,290.1667,391.5833,317.75,400.75
Player 44,22/11/2019,8,404,458,431,462
Player 44,22/11/2019,14,368,424,391,445
Player 44,22/11/2019,12,368,424,391,445
Player 44,22/11/2019,0,426,475,452,509
Player 44,22/11/2019,6,407,457,453,468
Player 44,22/11/2019,2,426,475,452,509
Player 44,29/05/2020,2,382.5,438.3333,394.75,445.25
Player 44,29/05/2020,0,385.0833,437.5833,397.75,448
Player 44,29/07/2020,0,348.75,433,361.25,451.75
Player 44,29/11/2019,4,420,484,449,511
Player 44,29/11/2019,2,397,471,409,480
Player 44,29/11/2019,8,372,424,412,451
Player 44,29/11/2019,10,372,424,412,451
Player 44,4/08/2020,0,402.4167,455.5,427.75,462.5
Player 44,4/08/2020,2,406.75,435.5833,448,469.75
Player 44,6/12/2019,0,419,475,433,492
Player 44,6/12/2019,4,400,466,422,473
Player 44,6/12/2019,14,358,463,377,485
Player 44,6/12/2019,6,400,466,422,473
Player 44,6/12/2019,12,358,463,377,485
Player 44,8/01/2020,0,350.45,440.3,408.25,531
Player 44,8/01/2020,2,403.5833,482.75,416.75,484.5
Player 44,8/06/2020,4,379.9167,434.9167,391.5,471.5
Player 45,10/02/2021,0,425,416.625,440.5,448.75
Player 45,10/09/2020,2,483.4167,502.8333,504.25,531.25
Player 45,10/09/2020,0,373.5625,376.875,450.25,455.5
Player 45,11/01/2020,0,411.5,432.9375,428.25,454
Player 45,11/01/2020,4,354.0625,378.5,370.75,391.75
Player 45,11/01/2020,2,371.625,416.875,389.5,433.5
Player 45,11/02/2020,2,399.6875,425.625,421.5,438.5
Player 45,11/02/2020,0,371.3,367.6,426.5,446
Player 45,11/02/2020,4,415.25,440.2,491.5,515.75
Player 45,12/03/2021,0,372.6667,459.4167,423,510.25
Player 45,12/03/2021,2,407.75,479.1667,440.5,480.25
Player 45,14/08/2020,0,429.9167,393.5,449.75,425.5
Player 45,14/08/2020,2,406.8333,385.0833,413.5,432.75
Player 45,16/03/2020,0,396.95,403.6,462.75,484.75
Player 45,16/03/2020,2,389.95,417.65,451.25,495.25
Player 45,16/06/2020,2,444.1875,490.0625,475,519.25
Player 45,16/06/2020,4,445.875,469.8125,470,481.25
Player 45,16/06/2020,0,445.5,439.6875,455.75,461.25
Player 45,17/01/2020,2,371.125,409.5,379.5,416.5
Player 45,17/01/2020,0,411.9375,433.8125,427.25,443.5
Player 45,17/01/2020,4,353.125,387.0625,360.75,397.25
Player 45,18/01/2021,2,379.75,404.9167,410.75,438.5
Player 45,18/01/2021,0,305.4375,332.4375,376.5,398.5
Player 45,18/02/2020,2,321.9167,352.6667,405.75,468.75
Player 45,18/02/2020,0,428,444.6875,446.25,464.25
Player 45,18/02/2020,4,297,321.2857,379.75,442.25
Player 45,2/02/2021,2,360.25,377.7,425.75,437.25
Player 45,2/02/2021,4,357.45,371.3,427,467.5
Player 45,2/02/2021,0,404.3125,384,423,407.5
Player 45,2/03/2020,0,348.625,418.4583,413.25,476.75
Player 45,2/04/2020,2,427.3333,447.5,456.25,464.75
Player 45,2/04/2020,0,425.5,427.0833,441.25,438.25
Player 45,2/04/2020,4,443.5833,442.5833,468.75,451.5
Player 45,20/02/2021,4,429.25,438.9167,443,448.25
Player 45,20/02/2021,0,486.8333,493.5,502,512.25
Player 45,20/02/2021,2,446.9167,426.25,447.5,449.5
Player 45,21/07/2020,2,441.0833,470.75,445.75,488.75
Player 45,21/07/2020,0,455,468.25,465,476
Player 45,22/11/2019,0,415,439,445,473
Player 45,22/11/2019,6,358,363,407,432
Player 45,22/11/2019,2,415,439,445,473
Player 45,22/11/2019,4,358,363,407,432
Player 45,22/11/2019,10,319,309,405,433
Player 45,22/11/2019,8,319,309,405,433
Player 45,24/01/2020,4,356.9375,380.3125,376.75,394.25
Player 45,24/01/2020,2,333.0625,341.9375,364.5,380.25
Player 45,24/01/2020,0,399.0625,399.5625,409.5,423.75
Player 45,24/02/2021,2,453.4167,430,459.75,438
Player 45,24/02/2021,0,411.1667,426.5,425,434
Player 45,24/02/2021,4,431.25,456.75,453.5,467
Player 45,27/06/2020,4,476,499.3333,483.75,500.5
Player 45,27/06/2020,0,443.6667,479.25,464,505.5
Player 45,27/06/2020,2,468.75,507.8333,488.75,532
Player 45,29/05/2020,0,431.3125,462.5625,442.5,473
Player 45,29/05/2020,2,343.25,335.9583,447.25,445.25
Player 45,29/07/2020,4,423.3333,418.5833,450.75,422
Player 45,29/07/2020,0,460.3333,447.75,470.5,466.75
Player 45,29/07/2020,2,450.0833,449.0833,464.25,461.75
Player 45,29/11/2019,8,397,420,445,468
Player 45,29/11/2019,2,379,408,397,425
Player 45,29/11/2019,10,397,420,445,468
Player 45,29/11/2019,0,379,408,397,425
Player 45,29/11/2019,6,366,389,382,406
Player 45,29/11/2019,4,366,389,382,406
Player 45,3/08/2020,2,466.9167,483.4167,483.5,498.25
Player 45,3/08/2020,4,364.5,370.8125,444.75,456
Player 45,3/08/2020,0,452.0833,485.9167,456.5,500.75
Player 45,31/01/2020,0,339.5625,361.4375,347.75,374.75
Player 45,31/01/2020,4,339.1875,372.5625,359.5,398.25
Player 45,7/02/2020,2,303.4286,302.2143,399.75,395
Player 45,7/02/2020,0,318.0714,319.6429,402.75,440.25
Player 45,7/02/2020,4,297,305.4286,374,429
Player 45,7/04/2020,0,424.25,393.0625,439,428.5
Player 45,7/04/2020,4,403.5,412,437.5,444.25
Player 45,7/04/2020,2,393.1875,386.375,417.75,411.5
Player 45,7/09/2020,2,382.5833,402.1667,392,434.25
Player 45,7/09/2020,0,401.8333,440.9167,426.75,460
Player 45,7/09/2020,4,366.4167,411.9167,369,423.75
Player 45,8/06/2020,2,419.1875,448.25,459.25,481.25
Player 45,8/06/2020,0,414.4375,495,460,526.5
Player 45,8/06/2020,4,382.4375,417.4375,418,445.75
Player 46,22/11/2019,6,420,445,451,474
Player 46,22/11/2019,10,446,472,478,485
Player 46,22/11/2019,2,435,455,452,481
Player 46,22/11/2019,8,446,472,478,485
Player 46,22/11/2019,4,420,445,451,474
Player 46,22/11/2019,0,435,455,452,481
Player 46,29/05/2020,0,462.25,477.8333,475.5,495.5
Player 46,29/11/2019,2,415,441,424,449
Player 46,29/11/2019,0,415,441,424,449
Player 46,29/11/2019,6,448,480,477,497
Player 46,29/11/2019,8,460,493,470,514
Player 47,11/01/2020,2,415.3125,470.9375,460,482
Player 47,11/01/2020,0,445.8125,477.4375,475.75,495.5
Player 47,11/09/2020,2,426.6667,461.9167,443,483
Player 47,11/09/2020,0,397.8333,416.9167,412.75,435.25
Player 47,14/07/2020,0,381.5833,447.25,395,452.25
Player 47,14/08/2020,4,389,420.9167,407.75,429.75
Player 47,14/08/2020,2,396.25,413.9167,403.75,435.75
Player 47,14/08/2020,0,415.3333,428.75,427.75,453.25
Player 47,16/03/2020,0,522.6875,526.5,551.25,547.5
Player 47,16/06/2020,2,381.3125,422.625,390.75,442.5
Player 47,16/06/2020,0,383.125,438.125,390,459
Player 47,16/09/2020,0,391.5,405.75,415.5,445.5
Player 47,16/09/2020,4,339.125,380,421.75,461
Player 47,17/01/2020,2,374.5625,425.625,403,432
Player 47,17/01/2020,0,400,418,425.5,426
Player 47,18/01/2021,4,405.5,366.625,422.5,401.75
Player 47,19/08/2020,0,310.75,344.8333,332,370
Player 47,19/08/2020,2,301.3333,350.5833,317.75,369
Player 47,2/09/2020,0,313.3125,354.875,382,426.75
Player 47,21/07/2020,0,434.8333,437.1667,451.5,447.75
Player 47,21/07/2020,2,396.4375,397.5625,474.5,501.75
Player 47,22/11/2019,0,507,458,524,472
Player 47,22/11/2019,6,489,489,501,502
Player 47,25/01/2021,0,340.0625,471.125,352,481
Player 47,29/05/2020,0,501.8125,520.4375,516,528
Player 47,29/11/2019,8,386,421,392,437
Player 47,29/11/2019,2,423,417,450,441
Player 47,31/01/2020,0,425.4375,469,441,475.75
Player 47,4/08/2020,0,366.1875,389.375,426.25,472.5
Player 47,8/06/2020,0,427.5,486.3125,464,514.25
Player 5,11/01/2020,0,389,305.0833,420,398.5
Player 5,29/11/2019,8,422,347,469,409
Player 5,29/11/2019,0,414,395,442,432
Player 6,17/01/2020,0,283.7857,321.3571,399.5,410.25
Player 6,24/01/2020,0,328.25,370.25,354,397.25
Player 6,29/11/2019,4,404,404,437,421
Player 6,29/11/2019,10,375,347,424,413
Player 6,29/11/2019,8,375,347,424,413
Player 6,29/11/2019,14,370,355,428,410
Player 6,29/11/2019,12,370,355,428,410
Player 6,29/11/2019,2,409,370,425,374
Player 6,29/11/2019,0,409,370,425,374
Player 6,29/11/2019,6,404,404,437,421
Player 6,7/02/2020,2,311.8571,314.0714,433.75,406.75
Player 6,7/02/2020,0,422.5,413.8333,444.25,452.5
Player 7,11/01/2020,0,360.5,351.9375,427.5,453.5
Player 7,14/07/2020,2,463.9167,468.6667,473.25,473.75
Player 7,14/07/2020,0,460.1875,512.4375,502.25,526.75
Player 7,14/08/2020,0,388,467.5833,428.25,503.25
Player 7,14/08/2020,2,333.0625,390.75,401.5,495.75
Player 7,16/03/2020,0,381.5,403.6875,407.75,423.75
Player 7,16/06/2020,2,435.25,505.9167,454.5,509.5
Player 7,16/06/2020,0,441.5,461.1875,445.75,477.75
Player 7,17/01/2020,0,284.25,299.6071,386,412.5
Player 7,18/02/2020,0,328.8125,380.375,399.25,454.75
Player 7,22/11/2019,0,357,364,362,367
Player 7,26/08/2020,2,399.125,443.4375,422.5,477.25
Player 7,29/05/2020,0,400.625,412,416,417
Player 7,29/07/2020,0,449.9375,450.375,461.25,460.5
Player 7,29/11/2019,2,394,409,418,416
Player 7,29/11/2019,0,394,409,418,416
Player 7,31/01/2020,0,404.25,395,422.25,395.75
Player 7,6/12/2019,0,340,371,412,449
Player 7,6/12/2019,2,340,371,412,449
Player 7,7/02/2020,0,421.25,432,434.75,443.5
Player 7,7/09/2020,2,331.875,387.3125,402.75,463.75
Player 7,7/09/2020,0,408.1667,467.6667,411.25,475.5
Player 7,8/06/2020,0,350.9583,351.7917,437.5,451.25
Player 7,8/07/2020,0,439.75,472.3333,461.75,483
Player 7,8/11/2019,0,301,325,349,375
Player 7,8/11/2019,2,301,325,349,375
Player 8,11/09/2020,0,381.9167,403.4167,401.5,437
Player 8,14/07/2020,2,312.0625,314.625,374,368
Player 8,14/08/2020,0,400.25,398.5833,412,404.75
Player 8,14/08/2020,2,285.8,294.7,411.25,405
Player 8,16/09/2020,2,312.65,304.9,417.5,398.25
Player 8,18/02/2020,0,313.7083,321.9583,399.5,411.75
Player 8,19/08/2020,0,332.85,313.9,461,422.25
Player 8,2/03/2020,0,328.3,378.3,400.25,460.5
Player 8,20/02/2021,0,301.0357,310.5,425.5,433.75
Player 8,20/02/2021,2,310.4643,300.0357,438.25,409.5
Player 8,22/05/2020,2,309.5,304.125,396,384.75
Player 8,22/05/2020,0,304.375,298.7917,406,387.75
Player 8,24/01/2020,0,262.75,289.2143,338.5,359
Player 8,24/02/2021,0,321.6071,302.5714,434,389.5
Player 8,25/01/2021,2,325.9,365.9,391,442.75
Player 8,25/01/2021,0,347.75,388.3125,371.75,424.5
Player 8,26/08/2020,2,307.65,321.15,410.25,416.25
Player 8,26/08/2020,0,347.25,367.875,418.75,434.5
Player 8,29/05/2020,2,312.4583,302.9583,409.75,387.75
Player 8,29/05/2020,0,354.6,317,445.75,391.75
Player 8,29/07/2020,2,321.2,303.1,435.75,416.5
Player 8,29/07/2020,0,347.6875,360.3125,430.25,434.25
Player 8,3/02/2021,0,510.8125,454.375,528.25,475
Player 8,4/08/2020,0,365.4,325.45,454.5,426.5
Player 8,7/09/2020,2,358.85,354,453,444.5
Player 8,7/09/2020,0,321.6,319.65,430,420.5
Player 9,11/01/2020,0,266.125,341.375,290.75,352.25
Player 9,15/12/2020,0,337.625,307.8125,407.5,364
Player 9,22/05/2020,2,235.7083,229.8333,316,327
Player 9,22/05/2020,0,230.1667,224.2917,313,296
Player 9,24/01/2020,2,358.75,433.5,358.75,433.5
Player 9,24/01/2020,4,379.5,457.25,379.5,457.25
Player 9,24/01/2020,0,317.25,324.5,317.25,324.5
Player 9,29/05/2020,0,218.4167,176,262.5,208.75
Player 9,3/02/2021,0,414.625,394.625,451.75,425
Player 9,31/01/2020,0,201.4,217.95,261.75,281
Player 9,4/12/2019,0,334,348,377,376
Player 9,4/12/2019,6,368,371,379,389
Player 9,4/12/2019,4,368,371,379,389
Player 9,4/12/2019,10,328,312,376,331
Player 9,4/12/2019,2,334,348,377,376
Player 9,5/04/2021,0,444.0833,402.6667,498,482.25
Player 9,7/12/2020,0,346.375,305,386.75,323.25
Player 9,7/12/2020,4,316.0625,266.8125,370.25,303
Player 9,8/11/2019,0,318,307,336,347
